X1,Y1,X2,Y2
4372.87793,5910.805664,4375.635742,5914.327637
4375.635742,5914.327637,4378.393066,5909.396484
4375.635742,5914.327637,4369.017578,5919.963379
4375.635742,5914.327637,4380.599121,5918.554688
4410.379883,5958.708008,4407.070801,5958.003418
4410.379883,5958.708008,4408.725098,5963.63916
4413.048828,5959.074219,4410.379883,5958.708008
4606.160645,6208.780273,4608.917969,6203.144531
4606.160645,6208.780273,4603.40332,6213.006836
4606.160645,6208.780273,4618.845215,6217.233398
5326.992676,7129.46582,5331.404785,7129.46582
5326.992676,7129.46582,5326.992676,7123.830078
5381.937988,7199.642578,5379.98584,7187.004883
5387.679199,7206.109375,5381.937988,7199.642578
5445.569824,7280.915039,5440.605957,7280.915039
5445.569824,7280.915039,5458.805664,7280.915039
5445.569824,7280.915039,5452.739258,7271.05957
5582.346191,7455.618164,5582.346191,7463.366699
5752.211914,7672.581055,5757.727051,7659.196289
5752.211914,7672.581055,5747.248535,7669.058594
5752.211914,7672.581055,5750.005859,7679.625488
5752.211914,7672.581055,5757.175293,7676.103027
5230.933105,7006.694336,5229.923828,7003.369141
5230.933105,7006.694336,5208.382324,7007.610352
5230.475586,7011.118164,5230.933105,7006.694336
5377.63623,4424.025391,5374.376953,4423.109863
6160.32959,8162.165527,6119.519043,8141.447754
6119.519043,8141.447754,6114.467285,8142.757812
3784.123779,2388.304443,3781.834961,2389.276611
3784.123779,2388.304443,3786.19751,2387.423828
3779.44165,2382.32373,3779.44165,2378.801514
3779.44165,2382.32373,3771.720703,2387.254883
3784.956543,2387.254883,3779.44165,2382.32373
5144.044922,6895.356445,5144.254395,6883.944336
5144.044922,6895.356445,5139.633301,6892.003418
5233.227539,4250.478027,5233.22168,4239.206543
5233.22168,4239.206543,5233.22168,4235.61377
5233.22168,4239.206543,5224.949219,4239.206543
5247.014648,4251.886719,5242.603027,4251.182129
5242.603027,4251.182129,5242.603027,4245.546875
5242.603027,4251.182129,5238.190918,4251.182129
5247.014648,4256.817871,5247.014648,4251.886719
5247.014648,4256.817871,5233.227539,4256.817871
5246.463379,4263.862305,5247.014648,4256.817871
5247.014648,4256.817871,5253.081055,4256.817871
2961.562988,4102.529785,2961.562988,4107.460938
2961.562988,4107.460938,2959.356934,4107.460938
2961.562988,4107.460938,2964.320557,4107.460938
4454.085938,3243.920166,4461.657715,3235.38916
4452.282227,3245.956055,4454.085938,3243.920166
3107.709229,4294.132324,3104.95166,4297.654785
3107.709229,4294.132324,3114.878662,4299.768066
3107.709229,4294.132324,3112.121094,4289.905762
3374.081543,4634.374023,3371.323975,4632.964844
3372.978516,4640.713867,3374.081543,4634.374023
3377.941895,4635.078125,3374.081543,4634.374023
3374.081543,4634.374023,3376.287354,4627.329102
3930.005371,5344.436523,3930.556885,5341.618652
3930.005371,5344.436523,3929.453857,5347.254395
3930.005371,5344.436523,3935.520264,5339.512207
4227.277832,5726.24707,4247.683105,5750.198242
4244.374023,5753.720703,4247.683105,5750.198242
4255.955566,5758.651855,4247.683105,5750.198242
4595.130859,6193.986816,4581.343262,6185.533203
